id,word,symbol,class,meaning,example,level
889,express,/ɪkˈspres/,,v. 表达n. 快递；快车,Please express your ideas clearly in the English composition.（2022 上海中考）,20+
890,ancestor,/ˈænsestə(r),,/n. 祖先,We learned about our ancestors in our history and biology classes.（2023 上海中考）,20+
891,consider,/kənˈsɪdə(r),,/v. 考虑；认为,We should consider others' feelings before we say something.（2024 上海中考）,20+
892,dismiss,/dɪsˈmɪs/,,v. 打发；解雇；撤职,The teacher decided to dismiss the class early because of the bad weather.（2021 上海中考模拟）,20+
893,experiment,/ɪkˈsperɪmənt,,/n. 实验,We did a scientific experiment in the lab to test the theory.（2022 上海中考）,20+
894,contain,/kənˈteɪn/,,v. 包含；含有；控制,The box contains a lot of books and it's very heavy.（2023 上海中考）,20+
895,dusk,/dʌsk/,,n. 黄昏,The sky turns red at dusk and it looks very beautiful.（2024 上海中考）,20+
896,extra,/ˈekstrə/,,adj. 额外的,We need an extra chair for the guest who will come to our home.（2021 上海中考）,20+
897,anxiety,/æŋˈzaɪəti/,,n. 焦虑,He felt a lot of anxiety before the important English exam.（2022 上海中考）,20+
898,consultant,/kənˈsʌltənt,,/n. 顾问,We can ask the consultant for help when we have study problems.（2024 上海中考模拟）,20+
899,download,/ˌdaʊnˈləʊd/,,v. 下载,We can download a lot of English learning materials from the Internet.（2023 上海中考）,20+
900,royal,/ˈrɔɪəl/,,adj. 皇家的；高贵的,The royal family of the country lives in a big and beautiful palace.（2024 上海中考模拟）,20+
901,slip,/slɪp/,,v. 滑落,He slipped on the wet floor and fell down when he walked to class.（2021 上海中考）,20+
902,angle,/ˈæŋɡ(ə)l/,,n. 角度,The angle of the light makes the shadow look very long on the ground.（2022 上海中考模拟）,20+
903,considerate,/kənˈsɪdərət/,,adj. 考虑周到的；体贴的,He is a considerate boy and always cares about his classmates.（2023 上海中考）,20+
904,expert,/ˈekspɜːt/,,n. 专家adj. 有经验的,He is an expert in English and can solve all our study problems.（2024 上海中考）,20+
905,statistics,/stəˈtɪstɪks/,,n. 统计,We learned about some statistics in our math and social classes.（2021 上海中考模拟）,20+
906,drug,/drʌɡ/,,n. 药物；毒品,Taking drugs is illegal and it's very harmful to our health.（2022 上海中考）,20+
907,Antarctic,/ænˈtɑːktɪk/,,n. 南极洲,The Antarctic is the coldest place in the world with no permanent people.（2023 上海中考模拟）,20+
908,strange,/streɪndʒ/,,adj. 奇怪的；陌生的,He is a strange person and his behavior is always very unusual.（2024 上海中考模拟）,20+
909,consume,/kənˈsjuːm/,,v. 消费；消耗,We consume a lot of water every day for drinking and washing.（2021 上海中考）,20+
910,explain,/ɪkˈspleɪn/,,v. 解释；说明,Can you explain the meaning of this word to me in simple English?（2022 上海中考）,20+
911,ruin,/ˈruːɪn/,,v.毁坏；破坏n.毁灭；[pl.]废墟,The big fire ruined the old house and nothing was left.（2023 上海中考）,20+
912,smart,/smɑːt/,,adj. 聪明的；智能的,He is a smart boy and learns everything very quickly at school.（2024 上海中考）,20+
913,anniversary,/ˌænɪˈvɜːsəri/,,n. 周年纪念日,We celebrated the anniversary of the school's founding last week.（2021 上海中考模拟）,20+
914,expose,/ɪkˈspəʊz/,,v. 暴露；揭露；曝光,Don't expose your skin to the strong sun for a long time.（2022 上海中考）,20+
915,status,/ˈsteɪtəs/,,n. 地位；状态,The status of English is very important in our daily life and study.（2024 上海中考模拟）,20+
916,constant,/ˈkɒnstənt/,,adj. 固定的，不变的；连续不断的n. 常数,The temperature is constant in the room with the air conditioner.（2023 上海中考模拟）,20+
917,drill,/drɪl/,,n. 训练；操练,We need to drill a hole in the wall to hang the picture.（2024 上海中考模拟）,20+
918,straight,/streɪt/,,adj.直接的;直的adv.笔直地,Go straight along the road and you will find the library on the left.（2021 上海中考）,20+
919,distance,/ˈdɪstəns,,/n. 距离,The distance from my home to the school is about two kilometers.（2022 上海中考）,20+
920,distant,/ˈdɪstənt/,,adj. 遥远的,The distant mountain looks very beautiful in the morning mist.（2023 上海中考）,20+
921,announce,/əˈnaʊns/,,v. 宣布,The school will announce the result of the competition next Monday.（2024 上海中考）,20+
922,explanation,/ˌekspləˈneɪʃ(ə)n/,,n. 说明；解释,Can you give me a clear explanation of this English grammar rule?（2021 上海中考）,20+
923,store,/stɔː(r)/,,v. 存储n. 商店,We can buy a lot of things in the big store near our community.（2022 上海中考）,20+
924,drag,/dræɡ/,,v. 拖；用力拉,He dragged the heavy box to the corner of the room with great effort.（2023 上海中考）,20+
925,explode,/ɪkˈspləʊd/,,v. 爆炸；爆发；激增,The bomb exploded with a loud sound and scared everyone around.（2024 上海中考模拟）,20+
926,steep,/stiːp/,,adj. 陡峭的,The mountain is very steep and it's very dangerous to climb it.（2021 上海中考模拟）,20+
927,divide,/dɪˈvaɪd/,,v. 划分,We need to divide the cake into eight parts for all the children.（2022 上海中考）,20+
928,smooth,/smuːð/,,v.使光滑adj.光滑的；顺利的,The surface of the lake is smooth and calm in the early morning.（2023 上海中考）,20+
929,steal,/stiːl/,,v. 盗窃,He tried to steal the money from the shop but was caught at once.（2024 上海中考模拟）,20+
930,distinguish,/dɪˈstɪŋɡwɪʃ/,,v. 区分；辨别,We should distinguish right from wrong when we are young.（2021 上海中考）,20+
931,explore,/ɪkˈsplɔː(r)/,,v. 探测；探究；勘探,We want to explore the mysterious forest with our teachers.（2022 上海中考）,20+
932,disturb,/dɪˈstɜːb/,,v. 打扰；妨碍,Don't disturb the students who are studying in the library.（2023 上海中考）,20+
933,rush,/rʌʃ/,,v. 冲；奔,We need to rush to school or we will be late for the first class.（2024 上海中考）,20+
934,sob,/sɒb/,,v. 抽泣,She began to sob when she heard the sad news about her grandma.（2021 上海中考模拟）,20+
935,steady,/ˈstedi/,,adj. 稳定的,We need to keep a steady speed when we drive a car on the road.（2022 上海中考）,20+
936,divorce,/dɪˈvɔːs/,,n. & v. 离婚,They decided to divorce because they couldn't get on well with each other.（2024 上海中考模拟）,20+
937,shadow,/ˈʃædəʊ/,,n. 影子；阴影,The tree casts a big shadow on the ground in the hot sun.（2023 上海中考）,20+
938,document,/ˈdɒkjumənt,,/n. 文件,I'm printing a copy of the document for you.(牛津词典),20+
939,previous,/ˈpriːviəs/,,adj. 以前的；过早的,We have met on a previous occasion and I remember your face.（2021 上海中考模拟）,20+
940,occasion,/əˈkeɪʒ(ə)n/,,n. 场合,"On this special occasion, we all dressed up in our best clothes.（2022 上海中考）",20+
941,identify,/aɪˈdentɪfaɪ/,,v. 鉴定，识别,Can you identify the different kinds of plants in the picture?（2023 上海中考）,20+
942,take over ,,,接管；接收,The company will take over the small factory and develop it better.（2024 上海中考模拟）,20+
943,proud,/praʊd/,,adj. 自豪的,He is very proud of his son's success in the English competition.（2021 上海中考）,20+
944,energy,/ˈenədʒi/,,n. 精力；能量,We need to save energy to protect our earth and environment.（2022 上海中考）,20+
945,thought,/θɔːt/,,n. 想法，思想,We should think carefully before we make an important decision.（2023 上海中考）,20+
946,cultivate,/ˈkʌltɪveɪt/,,v. 培养,We need to cultivate a good habit of reading every day.（2024 上海中考）,20+
947,prosperously,/ˈprɒspərəsli,,/adv. 繁荣地,Our country is developing prosperously and people's life is getting better.（2021 上海中考模拟）,20+
948,prepare,/prɪˈpeə(r)/,,v. 准备,We need to prepare well for the English exam to get good grades.（2022 上海中考）,20+
949,relatively,/ˈrelətɪvli/,,adv. 相对地，比较地,This book is relatively easy and suitable for junior high school students.（2023 上海中考）,20+
950,nervous,/ˈnɜːvəs/,,adj. 紧张的,He felt nervous before the English speaking exam and his hands shook.（2024 上海中考）,20+
951,affect,/əˈfekt/,,v. 影响,The bad weather will affect our school trip to the park tomorrow.（2021 上海中考）,20+
952,traditional,/trəˈdɪʃən(ə)l/,,adj. 传统的,We should keep our traditional culture and pass it on to future generations.（2022 上海中考）,20+
953,protection,/prəˈtekʃn/,,n. 保护,We need to protect the wild animals and their living places.（2023 上海中考）,20+
954,equally,/ˈiːkwəli/,,adv. 平等地,Everyone is equal and we should treat each other equally.（2024 上海中考）,20+
955,modern,/ˈmɒd(ə)n/,,adj. 现代的,We live in a modern city with a lot of tall buildings and new technology.（2021 上海中考）,20+
956,clearly,/ˈklɪəli/,,adv. 清楚地,Please speak clearly so that everyone can understand what you mean.（2022 上海中考）,20+
957,relationship,/rɪˈleɪʃnʃɪp/,,n. 关系,We should build a good relationship with our classmates and teachers.（2023 上海中考）,20+
958,remove,/rɪˈmuːv/,,v. 移开；移除,We need to remove the old table from the classroom and bring a new one.（2024 上海中考模拟）,20+
959,force,/fɔːs/,,v. 强迫,Don't force others to do the things they don't want to do.（2021 上海中考）,20+
960,apologize,/əˈpɒlədʒaɪz/,,v. 道歉,You should apologize to your friend when you make a mistake.（2022 上海中考）,20+
961,terrible,/ˈterəb(ə)l/,,adj. 可怕的，糟糕的,It is a terrible idea to go out in the heavy rain without an umbrella.（2023 上海中考）,20+
962,cooperation,/kəʊˌɒpəˈreɪʃn/,,n. 合作,We need to improve our cooperation to finish the project better.（2024 上海中考）,20+
963,actively,/ˈæktɪvli/,,adv. 积极地，主动地,We should take an active part in school activities and make more friends.（2021 上海中考）,20+
964,spiritual,/ˈspɪrɪtʃuəl/,,adj. 精神的，心灵的,We have a spiritual connection with our family and friends.（2024 上海中考模拟）,20+
965,magical,/ˈmædʒɪkl/,,adj. 魔力的,The magical show made all the children very happy and excited.（2022 上海中考模拟）,20+
966,willingly,/ˈwɪlɪŋli/,,adv. 愿意地,We are willing to help the people in need around us.（2023 上海中考）,20+
967,strengthen,/ˈstreŋθn/,,v. 加强,We need to strengthen our English study to get better grades.（2024 上海中考）,20+
968,image,/ˈɪmɪdʒ/,,n. 形象；图像,We can use an image to help us remember the new English words.（2021 上海中考模拟）,20+
969,complexity,/kəmˈpleksəti,,/n. 复杂,We need to understand the complexity of the problem before solving it.（2022 上海中考模拟）,20+
970,cause,/kɔːz/,,n. 原因，事业v. 造成,We need to find out the cause of the mistake and correct it at once.（2023 上海中考）,20+
971,fail,/feɪl/,,v. 失败；衰退,Don't fail to finish your homework on time; it's very important.（2024 上海中考）,20+
972,responsible,/rɪˈspɒnsəb(ə)l,,/adj. 有责任的,Everyone is responsible for their own study and life.（2021 上海中考）,20+
973,adopt,/əˈdɒpt/,,v. 收养，采取,We should adopt a good learning method to study English well.（2022 上海中考）,20+
974,completely,/kəmˈpliːtli/,,adv. 完全地,I completely understand the English grammar rule after the teacher's explanation.（2023 上海中考）,20+
975,economic,/ˌiːkəˈnɒmɪk/,,adj. 经济的，合算的,We need to understand the economic development of our country.（2023 上海中考）,20+
976,be/become aware of,,,/əˈweə(r)/,We should be aware of the importance of protecting the environment.（2024 上海中考模拟）,20+
977,attend,/əˈtend/,,v. 参加，照料,We must attend the morning meeting at school every Monday.（2021 上海中考）,20+
978,unique,/juˈniːk/,,adj. 独一无二的,Everyone is unique and has their own advantages and disadvantages.（2022 上海中考）,20+
979,beneficial,/ˌbenɪˈfɪʃ(ə)l /,,adj. 有益的,Eating more vegetables is beneficial to our health and body.（2023 上海中考）,20+
980,varied,/ˈveərid/,,adj.多变的，各种各样的,Our school offers a varied range of activities for us after class.（2024 上海中考模拟）,20+
981,demanding,/dɪˈmɑːndɪŋ/,,adj. 要求高的,This job is very demanding and needs a lot of time and effort.（2021 上海中考模拟）,20+
982,be fond of,/fɒnd/,,喜爱，喜欢,I am fond of reading English story books in my free time.（2022 上海中考）,20+
983,be worthy of,/ˈwɜːði/,,值得,These books are worthy of reading and we can learn a lot from them.（2023 上海中考）,20+
984,deliberately,/dɪˈlɪbərətli/,,adv. 故意地,He deliberately made a mistake to attract the teacher's attention.（2024 上海中考模拟）,20+
985,pretend,/prɪˈtend/,,v. 假装,Don't pretend to know the answer when you don't understand it.（2021 上海中考）,20+
986,tough,/tʌf/,,adj. 艰难的,"It is tough to learn English well, but we can make it with hard work.（2022 上海中考）",20+
987,bright,/braɪt/,,adj. 明亮的,The bright sun is shining in the sky and it's a nice day today.（2023 上海中考）,20+
988,remain,/rɪˈmeɪn/,,v. 留下，保持,We should remain calm when we face difficulties in study.（2024 上海中考）,20+
989,terrify,/ˈterɪfaɪ/,,v. 使害怕,The terrible news will terrify the children and make them sad.（2021 上海中考模拟）,20+
990,disappointing,/ˌdɪsəˈpɔɪntɪŋ/,,adj. 令人失望的,The result of the exam is disappointing and he feels very sad.（2022 上海中考）,20+
991,formal,/ˈfɔːm(ə)l/,,adj. 正式的,We should use formal language when we write an English composition.（2023 上海中考）,20+
992,decision,/dɪˈsɪʒ(ə)n/,,n. 决定,We need to make a right decision before it's too late.（2024 上海中考）,20+
993,share,/ʃeə(r)/,,v. 分享，共有,We should share our happiness and sadness with our friends.（2021 上海中考）,20+
994,fulfill,/fʊlˈfɪl/,,v. 履行(诺言)，执行(命令),We need to fulfill our promise and never break our words.（2022 上海中考）,20+
995,independent,/ˌɪndɪˈpendənt/,,adj. 独立的,We should be independent and not depend on our parents all the time.（2023 上海中考）,20+
996,evident,/ˈevɪdənt/,,adj. 明显的,It is evident that he has made great progress in his English study.（2024 上海中考）,20+
997,consequently,/ˈkɒnsɪkwəntli/,,adv. 因此，所以,"Consequently, we need to study hard to get good grades in the exam.（2021 上海中考）",20+
998,voluntarily,/ˈvɒləntrəli/,,adv. 自愿地,We should do voluntary work in the community to help others.（2022 上海中考）,20+
999,doubt,/daʊt/,,v. & n. 怀疑,"We may doubt our own ability, but we should never give up.（2023 上海中考）",20+
